Type of Task,Date,Start Time,End Time,Duration (in hours),Year,Month,Month_Name,Day,Day_of_Week,Week_Number,Year_Month,Day_Type,Start_Hour,Start_Minute,Start_Period,Time_Category,End_Hour,Duration_Minutes,Quarter
Academics,2026-04-23,10:40:22 pm,12:15:19 am,1.58,2026,4,April,23,Thursday,17,2026-04,Weekday,22,40,PM,Night,0,94.80000000000001,2
Automation Architect & Workflow Engineer,2026-04-25,11:21:16 am,11:21:49 am,0.01,2026,4,April,25,Saturday,17,2026-04,Weekend,11,21,AM,Morning,11,0.6,2
Automation Architect & Workflow Engineer,2026-04-25,11:39:48 am,12:09:53 pm,0.5,2026,4,April,25,Saturday,17,2026-04,Weekend,11,39,AM,Morning,12,30.0,2
Automation Architect & Workflow Engineer,2026-04-25,5:32:34 pm,7:56:06 pm,2.39,2026,4,April,25,Saturday,17,2026-04,Weekend,17,32,PM,Evening,19,143.4,2
Academics,2026-04-25,10:20:42 pm,12:08:25 am,1.8,2026,4,April,25,Saturday,17,2026-04,Weekend,22,20,PM,Night,0,108.0,2
Academics,2026-04-26,12:15:39 am,12:15:48 am,0.0,2026,4,April,26,Sunday,17,2026-04,Weekend,0,15,AM,Night,0,0.0,2
Academics,2026-04-26,4:10:53 pm,4:42:50 pm,0.53,2026,4,April,26,Sunday,17,2026-04,Weekend,16,10,PM,Afternoon,16,31.8,2
Academics,2026-04-26,6:02:08 pm,7:08:42 pm,1.11,2026,4,April,26,Sunday,17,2026-04,Weekend,18,2,PM,Evening,19,66.60000000000001,2
Academics,2026-04-26,8:29:28 pm,12:09:06 am,3.66,2026,4,April,26,Sunday,17,2026-04,Weekend,20,29,PM,Evening,0,219.60000000000002,2
Automation Architect & Workflow Engineer,2026-04-27,1:45:10 am,3:08:01 am,1.38,2026,4,April,27,Monday,18,2026-04,Weekday,1,45,AM,Night,3,82.8,2
Software Developer,2026-04-28,2:00:13 am,3:34:45 am,1.58,2026,4,April,28,Tuesday,18,2026-04,Weekday,2,0,AM,Night,3,94.80000000000001,2
Automation Architect & Workflow Engineer,2026-04-28,3:35:03 am,3:51:26 am,0.27,2026,4,April,28,Tuesday,18,2026-04,Weekday,3,35,AM,Night,3,16.200000000000003,2
Automation Architect & Workflow Engineer,2026-04-28,4:43:11 am,5:08:24 am,0.42,2026,4,April,28,Tuesday,18,2026-04,Weekday,4,43,AM,Night,5,25.2,2
Academics,2026-04-28,6:39:54 am,7:21:50 am,0.7,2026,4,April,28,Tuesday,18,2026-04,Weekday,6,39,AM,Morning,7,42.0,2
Academics,2026-04-28,10:53:40 pm,11:13:46 pm,0.34,2026,4,April,28,Tuesday,18,2026-04,Weekday,22,53,PM,Night,23,20.400000000000002,2
Academics,2026-04-28,11:44:03 pm,12:13:44 am,0.49,2026,4,April,28,Tuesday,18,2026-04,Weekday,23,44,PM,Night,0,29.4,2
Academics,2026-04-29,12:13:45 am,4:07:43 am,3.9,2026,4,April,29,Wednesday,18,2026-04,Weekday,0,13,AM,Night,4,234.0,2
Automation Architect & Workflow Engineer,2026-04-30,4:22:46 am,4:57:29 am,0.58,2026,4,April,30,Thursday,18,2026-04,Weekday,4,22,AM,Night,4,34.8,2
Automation Architect & Workflow Engineer,2026-04-30,5:32:25 am,6:07:43 am,0.59,2026,4,April,30,Thursday,18,2026-04,Weekday,5,32,AM,Morning,6,35.4,2
Academics,2026-05-01,9:42:16 PM,11:24:09 PM,1.7,2026,5,May,1,Friday,18,2026-05,Weekday,21,42,PM,Night,23,102.0,2
Academics,2026-05-02,12:18:30 AM,12:30:12 AM,0.2,2026,5,May,2,Saturday,18,2026-05,Weekend,0,18,AM,Night,0,12.0,2
Academics,2026-05-02,1:02:54 AM,1:49:37 AM,0.78,2026,5,May,2,Saturday,18,2026-05,Weekend,1,2,AM,Night,1,46.800000000000004,2
Academics,2026-05-02,3:09:19 AM,4:58:52 AM,1.83,2026,5,May,2,Saturday,18,2026-05,Weekend,3,9,AM,Night,4,109.80000000000001,2
Academics,2026-05-02,5:22:25 AM,6:08:58 AM,0.78,2026,5,May,2,Saturday,18,2026-05,Weekend,5,22,AM,Morning,6,46.800000000000004,2
Automation Architect & Workflow Engineer,2026-05-02,8:51:22 PM,12:08:52 AM,3.29,2026,5,May,2,Saturday,18,2026-05,Weekend,20,51,PM,Evening,0,197.4,2
Automation Architect & Workflow Engineer,2026-05-03,12:08:59 AM,1:04:23 AM,0.92,2026,5,May,3,Sunday,18,2026-05,Weekend,0,8,AM,Night,1,55.2,2
Automation Architect & Workflow Engineer,2026-05-03,3:55:09 AM,4:27:03 AM,0.53,2026,5,May,3,Sunday,18,2026-05,Weekend,3,55,AM,Night,4,31.8,2
Automation Architect & Workflow Engineer,2026-05-03,4:35:30 AM,6:36:12 AM,2.01,2026,5,May,3,Sunday,18,2026-05,Weekend,4,35,AM,Night,6,120.6,2
Automation Architect & Workflow Engineer,2026-05-03,6:51:15 AM,7:32:30 AM,0.69,2026,5,May,3,Sunday,18,2026-05,Weekend,6,51,AM,Morning,7,41.4,2
Automation Architect & Workflow Engineer,2026-05-04,12:24:18 AM,3:36:10 AM,3.2,2026,5,May,4,Monday,19,2026-05,Weekday,0,24,AM,Night,3,192.0,2
Automation Architect & Workflow Engineer,2026-05-04,4:03:16 AM,8:48:40 AM,4.76,2026,5,May,4,Monday,19,2026-05,Weekday,4,3,AM,Night,8,285.59999999999997,2
Automation Architect & Workflow Engineer,2026-05-06,11:02:59 AM,12:05:25 PM,1.04,2026,5,May,6,Wednesday,19,2026-05,Weekday,11,2,AM,Morning,12,62.400000000000006,2
Automation Architect & Workflow Engineer,2026-05-08,1:39:39 AM,3:58:49 AM,2.32,2026,5,May,8,Friday,19,2026-05,Weekday,1,39,AM,Night,3,139.2,2
Full Stack,2026-05-09,7:00:41 PM,7:39:55 PM,0.65,2026,5,May,9,Saturday,19,2026-05,Weekend,19,0,PM,Evening,19,39.0,2
Full Stack,2026-05-09,8:09:44 PM,8:15:18 PM,0.09,2026,5,May,9,Saturday,19,2026-05,Weekend,20,9,PM,Evening,20,5.3999999999999995,2
Automation Architect & Workflow Engineer,2026-05-09,8:15:31 PM,8:44:05 PM,0.48,2026,5,May,9,Saturday,19,2026-05,Weekend,20,15,PM,Evening,20,28.799999999999997,2
Full Stack,2026-05-09,9:24:41 PM,9:41:04 PM,0.27,2026,5,May,9,Saturday,19,2026-05,Weekend,21,24,PM,Night,21,16.200000000000003,2
Full Stack,2026-05-09,10:01:57 PM,10:16:09 PM,0.24,2026,5,May,9,Saturday,19,2026-05,Weekend,22,1,PM,Night,22,14.399999999999999,2
Automation Architect & Workflow Engineer,2026-05-10,5:30:35 AM,6:42:31 AM,1.2,2026,5,May,10,Sunday,19,2026-05,Weekend,5,30,AM,Morning,6,72.0,2
Software Developer,2026-05-10,6:43:27 AM,8:04:23 AM,1.35,2026,5,May,10,Sunday,19,2026-05,Weekend,6,43,AM,Morning,8,81.0,2
Academics,2026-05-12,10:32:33 AM,11:42:26 AM,1.16,2026,5,May,12,Tuesday,20,2026-05,Weekday,10,32,AM,Morning,11,69.6,2
Academics,2026-05-12,10:40:15 PM,12:17:57 AM,1.63,2026,5,May,12,Tuesday,20,2026-05,Weekday,22,40,PM,Night,0,97.8,2
Automation Architect & Workflow Engineer,2026-05-14,4:58:23 AM,5:36:26 AM,0.63,2026,5,May,14,Thursday,20,2026-05,Weekday,4,58,AM,Night,5,37.8,2
Automation Architect & Workflow Engineer,2026-05-14,6:01:36 AM,7:29:33 AM,1.47,2026,5,May,14,Thursday,20,2026-05,Weekday,6,1,AM,Morning,7,88.2,2
Academics,2026-05-14,12:14:52 PM,1:45:41 PM,1.51,2026,5,May,14,Thursday,20,2026-05,Weekday,12,14,PM,Afternoon,13,90.6,2
Academics,2026-05-15,10:11:07 AM,12:06:20 PM,1.92,2026,5,May,15,Friday,20,2026-05,Weekday,10,11,AM,Morning,12,115.19999999999999,2
Academics,2026-05-15,1:09:31 PM,3:23:24 PM,2.23,2026,5,May,15,Friday,20,2026-05,Weekday,13,9,PM,Afternoon,15,133.8,2
Academics,2026-05-16,3:41:25 AM,5:25:39 AM,1.74,2026,5,May,16,Saturday,20,2026-05,Weekend,3,41,AM,Night,5,104.4,2
Academics,2026-05-18,4:05:13 AM,4:08:03 AM,0.05,2026,5,May,18,Monday,21,2026-05,Weekday,4,5,AM,Night,4,3.0,2
Software Developer,2026-05-18,4:08:08 AM,5:36:21 AM,1.47,2026,5,May,18,Monday,21,2026-05,Weekday,4,8,AM,Night,5,88.2,2
Software Developer,2026-05-18,5:44:42 AM,7:41:33 AM,1.95,2026,5,May,18,Monday,21,2026-05,Weekday,5,44,AM,Morning,7,117.0,2
Software Developer,2026-05-18,8:10:34 AM,8:13:58 AM,0.06,2026,5,May,18,Monday,21,2026-05,Weekday,8,10,AM,Morning,8,3.5999999999999996,2
Software Developer,2026-05-18,8:44:02 AM,11:05:24 AM,2.36,2026,5,May,18,Monday,21,2026-05,Weekday,8,44,AM,Morning,11,141.6,2
Software Developer,2026-05-19,6:09:51 AM,11:03:20 AM,4.89,2026,5,May,19,Tuesday,21,2026-05,Weekday,6,9,AM,Morning,11,293.4,2
Software Developer,2026-05-20,7:53:16 AM,9:15:52 AM,1.38,2026,5,May,20,Wednesday,21,2026-05,Weekday,7,53,AM,Morning,9,82.8,2
Software Developer,2026-05-20,9:51:17 AM,12:10:41 PM,2.32,2026,5,May,20,Wednesday,21,2026-05,Weekday,9,51,AM,Morning,12,139.2,2
Software Developer,2026-05-20,12:29:21 PM,12:36:18 PM,0.12,2026,5,May,20,Wednesday,21,2026-05,Weekday,12,29,PM,Afternoon,12,7.199999999999999,2
Automation Architect & Workflow Engineer,2026-05-22,12:53:30 PM,1:26:45 PM,0.55,2026,5,May,22,Friday,21,2026-05,Weekday,12,53,PM,Afternoon,13,33.0,2
Automation Architect & Workflow Engineer,2026-05-24,2:07:35 PM,3:35:18 PM,1.46,2026,5,May,24,Sunday,21,2026-05,Weekend,14,7,PM,Afternoon,15,87.6,2
Automation Architect & Workflow Engineer,2026-05-24,4:24:49 PM,5:13:08 PM,0.81,2026,5,May,24,Sunday,21,2026-05,Weekend,16,24,PM,Afternoon,17,48.6,2
Automation Architect & Workflow Engineer,2026-05-24,5:17:10 PM,7:51:28 PM,2.57,2026,5,May,24,Sunday,21,2026-05,Weekend,17,17,PM,Evening,19,154.2,2
Automation Architect & Workflow Engineer,2026-05-24,8:32:47 PM,9:08:57 PM,0.6,2026,5,May,24,Sunday,21,2026-05,Weekend,20,32,PM,Evening,21,36.0,2
Automation Architect & Workflow Engineer,2026-05-25,7:28:13 AM,9:46:35 AM,2.31,2026,5,May,25,Monday,22,2026-05,Weekday,7,28,AM,Morning,9,138.6,2
Automation Architect & Workflow Engineer,2026-05-25,11:39:33 AM,12:08:05 PM,0.48,2026,5,May,25,Monday,22,2026-05,Weekday,11,39,AM,Morning,12,28.799999999999997,2
Automation Architect & Workflow Engineer,2026-05-25,12:51:38 PM,3:49:48 PM,2.97,2026,5,May,25,Monday,22,2026-05,Weekday,12,51,PM,Afternoon,15,178.20000000000002,2
Automation Architect & Workflow Engineer,2026-05-25,7:37:04 PM,10:20:16 PM,2.72,2026,5,May,25,Monday,22,2026-05,Weekday,19,37,PM,Evening,22,163.20000000000002,2
Automation Architect & Workflow Engineer,2026-05-25,10:38:00 PM,11:01:06 PM,0.39,2026,5,May,25,Monday,22,2026-05,Weekday,22,38,PM,Night,23,23.400000000000002,2
Automation Architect & Workflow Engineer,2026-05-26,11:58:41 AM,12:15:40 PM,0.28,2026,5,May,26,Tuesday,22,2026-05,Weekday,11,58,AM,Morning,12,16.8,2
Automation Architect & Workflow Engineer,2026-05-26,12:36:32 PM,4:53:35 PM,4.28,2026,5,May,26,Tuesday,22,2026-05,Weekday,12,36,PM,Afternoon,16,256.8,2
Automation Architect & Workflow Engineer,2026-05-27,9:26:21 AM,11:02:21 AM,1.6,2026,5,May,27,Wednesday,22,2026-05,Weekday,9,26,AM,Morning,11,96.0,2
Automation Architect & Workflow Engineer,2026-05-27,2:10:29 PM,2:16:19 PM,0.1,2026,5,May,27,Wednesday,22,2026-05,Weekday,14,10,PM,Afternoon,14,6.0,2
Automation Architect & Workflow Engineer,2026-05-27,3:31:42 PM,4:21:35 PM,0.83,2026,5,May,27,Wednesday,22,2026-05,Weekday,15,31,PM,Afternoon,16,49.8,2
Automation Architect & Workflow Engineer,2026-05-27,4:41:10 PM,4:41:23 PM,0.0,2026,5,May,27,Wednesday,22,2026-05,Weekday,16,41,PM,Afternoon,16,0.0,2
Automation Architect & Workflow Engineer,2026-05-27,7:16:10 PM,7:25:03 PM,0.15,2026,5,May,27,Wednesday,22,2026-05,Weekday,19,16,PM,Evening,19,9.0,2
Automation Architect & Workflow Engineer,2026-05-27,8:54:17 PM,11:29:27 PM,2.59,2026,5,May,27,Wednesday,22,2026-05,Weekday,20,54,PM,Evening,23,155.39999999999998,2
Automation Architect & Workflow Engineer,2026-05-28,11:29:03 AM,12:15:04 PM,0.77,2026,5,May,28,Thursday,22,2026-05,Weekday,11,29,AM,Morning,12,46.2,2
Automation Architect & Workflow Engineer,2026-05-28,1:07:39 PM,1:38:07 PM,0.51,2026,5,May,28,Thursday,22,2026-05,Weekday,13,7,PM,Afternoon,13,30.6,2
Automation Architect & Workflow Engineer,2026-05-28,2:47:57 PM,5:48:14 PM,3.0,2026,5,May,28,Thursday,22,2026-05,Weekday,14,47,PM,Afternoon,17,180.0,2
Automation Architect & Workflow Engineer,2026-05-28,8:22:48 PM,11:01:49 AM,14.65,2026,5,May,28,Thursday,22,2026-05,Weekday,20,22,PM,Evening,11,879.0,2
Automation Architect & Workflow Engineer,2026-05-29,11:01:51 AM,12:06:40 PM,1.08,2026,5,May,29,Friday,22,2026-05,Weekday,11,1,AM,Morning,12,64.80000000000001,2
Automation Architect & Workflow Engineer,2026-05-29,3:27:13 PM,4:48:49 PM,1.36,2026,5,May,29,Friday,22,2026-05,Weekday,15,27,PM,Afternoon,16,81.60000000000001,2
Automation Architect & Workflow Engineer,2026-05-29,6:08:17 PM,6:45:21 PM,0.62,2026,5,May,29,Friday,22,2026-05,Weekday,18,8,PM,Evening,18,37.2,2
Automation Architect & Workflow Engineer,2026-05-29,7:34:12 PM,11:58:54 PM,4.41,2026,5,May,29,Friday,22,2026-05,Weekday,19,34,PM,Evening,23,264.6,2
Automation Architect & Workflow Engineer,2026-05-30,9:37:06 AM,10:14:35 AM,0.62,2026,5,May,30,Saturday,22,2026-05,Weekend,9,37,AM,Morning,10,37.2,2
Automation Architect & Workflow Engineer,2026-05-30,5:43:23 PM,7:19:53 PM,1.61,2026,5,May,30,Saturday,22,2026-05,Weekend,17,43,PM,Evening,19,96.60000000000001,2
Automation Architect & Workflow Engineer,2026-05-30,7:43:10 PM,1:03:43 PM,17.34,2026,5,May,30,Saturday,22,2026-05,Weekend,19,43,PM,Evening,13,1040.4,2
Automation Architect & Workflow Engineer,2026-05-31,7:02:19 PM,7:48:27 PM,0.77,2026,5,May,31,Sunday,22,2026-05,Weekend,19,2,PM,Evening,19,46.2,2
Automation Architect & Workflow Engineer,2026-06-01,7:22:56 PM,9:18:11 PM,1.92,2026,6,June,1,Monday,23,2026-06,Weekday,19,22,PM,Evening,21,115.19999999999999,2
Automation Architect & Workflow Engineer,2026-06-02,9:31:51 PM,11:27:18 PM,1.92,2026,6,June,2,Tuesday,23,2026-06,Weekday,21,31,PM,Night,23,115.19999999999999,2
Automation Architect & Workflow Engineer,2026-06-03,10:46:33 AM,12:07:46 PM,1.35,2026,6,June,3,Wednesday,23,2026-06,Weekday,10,46,AM,Morning,12,81.0,2
Automation Architect & Workflow Engineer,2026-06-03,7:27:24 PM,12:01:37 AM,4.57,2026,6,June,3,Wednesday,23,2026-06,Weekday,19,27,PM,Evening,0,274.20000000000005,2
Automation Architect & Workflow Engineer,2026-06-04,12:01:39 AM,12:17:11 AM,0.26,2026,6,June,4,Thursday,23,2026-06,Weekday,0,1,AM,Night,0,15.600000000000001,2
Automation Architect & Workflow Engineer,2026-06-04,1:39:07 PM,4:12:22 PM,2.55,2026,6,June,4,Thursday,23,2026-06,Weekday,13,39,PM,Afternoon,16,153.0,2
Automation Architect & Workflow Engineer,2026-06-05,11:07:50 PM,12:01:09 AM,0.89,2026,6,June,5,Friday,23,2026-06,Weekday,23,7,PM,Night,0,53.4,2
Automation Architect & Workflow Engineer,2026-06-06,12:01:25 AM,1:18:05 AM,1.28,2026,6,June,6,Saturday,23,2026-06,Weekend,0,1,AM,Night,1,76.8,2
Automation Architect & Workflow Engineer,2026-06-06,4:47:13 PM,7:47:10 PM,3.0,2026,6,June,6,Saturday,23,2026-06,Weekend,16,47,PM,Afternoon,19,180.0,2
Automation Architect & Workflow Engineer,2026-06-06,9:32:17 PM,10:00:59 PM,0.48,2026,6,June,6,Saturday,23,2026-06,Weekend,21,32,PM,Night,22,28.799999999999997,2
Automation Architect & Workflow Engineer,2026-06-07,1:02:36 AM,2:10:08 AM,1.13,2026,6,June,7,Sunday,23,2026-06,Weekend,1,2,AM,Night,2,67.8,2
Automation Architect & Workflow Engineer,2026-06-07,11:16:58 AM,12:16:05 PM,0.99,2026,6,June,7,Sunday,23,2026-06,Weekend,11,16,AM,Morning,12,59.4,2
Automation Architect & Workflow Engineer,2026-06-07,12:41:10 PM,1:01:24 PM,0.34,2026,6,June,7,Sunday,23,2026-06,Weekend,12,41,PM,Afternoon,13,20.400000000000002,2
Automation Architect & Workflow Engineer,2026-06-07,1:01:28 PM,1:03:58 PM,0.04,2026,6,June,7,Sunday,23,2026-06,Weekend,13,1,PM,Afternoon,13,2.4,2
Automation Architect & Workflow Engineer,2026-06-07,1:15:39 PM,12:04:55 AM,10.82,2026,6,June,7,Sunday,23,2026-06,Weekend,13,15,PM,Afternoon,0,649.2,2
Automation Architect & Workflow Engineer,2026-06-08,12:05:00 AM,12:26:29 AM,0.36,2026,6,June,8,Monday,24,2026-06,Weekday,0,5,AM,Night,0,21.599999999999998,2
Automation Architect & Workflow Engineer,2026-06-08,10:39:54 AM,11:31:15 AM,0.86,2026,6,June,8,Monday,24,2026-06,Weekday,10,39,AM,Morning,11,51.6,2
Automation Architect & Workflow Engineer,2026-06-09,2:56:37 PM,3:01:36 PM,0.08,2026,6,June,9,Tuesday,24,2026-06,Weekday,14,56,PM,Afternoon,15,4.8,2
Automation Architect & Workflow Engineer,2026-06-09,3:31:49 PM,7:23:58 PM,3.87,2026,6,June,9,Tuesday,24,2026-06,Weekday,15,31,PM,Afternoon,19,232.20000000000002,2
Automation Architect & Workflow Engineer,2026-06-10,2:02:39 PM,7:12:18 PM,5.16,2026,6,June,10,Wednesday,24,2026-06,Weekday,14,2,PM,Afternoon,19,309.6,2
Software Developer,2026-06-10,8:00:21 PM,2:32:30 AM,6.54,2026,6,June,10,Wednesday,24,2026-06,Weekday,20,0,PM,Evening,2,392.4,2
Software Developer,2026-06-11,2:55:22 AM,2:58:34 AM,0.05,2026,6,June,11,Thursday,24,2026-06,Weekday,2,55,AM,Night,2,3.0,2
Automation Architect & Workflow Engineer,2026-06-11,2:30:54 PM,4:36:53 PM,2.1,2026,6,June,11,Thursday,24,2026-06,Weekday,14,30,PM,Afternoon,16,126.0,2
Automation Architect & Workflow Engineer,2026-06-11,6:27:45 PM,7:54:31 PM,1.45,2026,6,June,11,Thursday,24,2026-06,Weekday,18,27,PM,Evening,19,87.0,2
Automation Architect & Workflow Engineer,2026-06-12,5:55:54 PM,6:47:53 PM,0.87,2026,6,June,12,Friday,24,2026-06,Weekday,17,55,PM,Evening,18,52.2,2
Automation Architect & Workflow Engineer,2026-06-12,7:14:14 PM,12:08:05 AM,4.9,2026,6,June,12,Friday,24,2026-06,Weekday,19,14,PM,Evening,0,294.0,2
Automation Architect & Workflow Engineer,2026-06-13,12:08:14 AM,12:15:25 AM,0.12,2026,6,June,13,Saturday,24,2026-06,Weekend,0,8,AM,Night,0,7.199999999999999,2
Automation Architect & Workflow Engineer,2026-06-13,3:03:21 AM,5:05:01 AM,2.03,2026,6,June,13,Saturday,24,2026-06,Weekend,3,3,AM,Night,5,121.79999999999998,2
Automation Architect & Workflow Engineer,2026-06-13,10:43:38 PM,12:15:50 AM,1.54,2026,6,June,13,Saturday,24,2026-06,Weekend,22,43,PM,Night,0,92.4,2
Automation Architect & Workflow Engineer,2026-06-14,12:15:56 AM,1:15:37 AM,0.99,2026,6,June,14,Sunday,24,2026-06,Weekend,0,15,AM,Night,1,59.4,2
Automation Architect & Workflow Engineer,2026-06-14,1:31:26 AM,1:40:49 AM,0.16,2026,6,June,14,Sunday,24,2026-06,Weekend,1,31,AM,Night,1,9.6,2
Data Analyst,2026-06-14,1:40:59 AM,2:01:37 AM,0.34,2026,6,June,14,Sunday,24,2026-06,Weekend,1,40,AM,Night,2,20.400000000000002,2
Software Developer,2026-06-14,6:44:54 PM,8:16:09 PM,1.52,2026,6,June,14,Sunday,24,2026-06,Weekend,18,44,PM,Evening,20,91.2,2
Software Developer,2026-06-14,9:33:44 PM,9:36:14 PM,0.04,2026,6,June,14,Sunday,24,2026-06,Weekend,21,33,PM,Night,21,2.4,2
Automation Architect & Workflow Engineer,2026-06-15,12:51:48 AM,2:06:06 AM,1.24,2026,6,June,15,Monday,25,2026-06,Weekday,0,51,AM,Night,2,74.4,2
Automation Architect & Workflow Engineer,2026-06-15,2:10:22 AM,2:18:21 AM,0.13,2026,6,June,15,Monday,25,2026-06,Weekday,2,10,AM,Night,2,7.800000000000001,2
Python Developer,2026-06-15,2:19:01 AM,5:50:03 AM,3.52,2026,6,June,15,Monday,25,2026-06,Weekday,2,19,AM,Night,5,211.2,2
Python Developer,2026-06-15,6:17:54 PM,9:40:28 PM,3.38,2026,6,June,15,Monday,25,2026-06,Weekday,18,17,PM,Evening,21,202.79999999999998,2
Software Developer,2026-06-16,3:19:24 AM,5:53:51 AM,2.57,2026,6,June,16,Tuesday,25,2026-06,Weekday,3,19,AM,Night,5,154.2,2
Software Developer,2026-06-16,4:25:56 PM,6:13:11 PM,1.79,2026,6,June,16,Tuesday,25,2026-06,Weekday,16,25,PM,Afternoon,18,107.4,2
Software Developer,2026-06-17,12:08:49 AM,1:46:18 AM,1.62,2026,6,June,17,Wednesday,25,2026-06,Weekday,0,8,AM,Night,1,97.2,2
Software Developer,2026-06-17,1:56:14 AM,3:01:40 AM,1.09,2026,6,June,17,Wednesday,25,2026-06,Weekday,1,56,AM,Night,3,65.4,2
Software Developer,2026-06-18,10:18:12 PM,11:33:56 PM,1.26,2026,6,June,18,Thursday,25,2026-06,Weekday,22,18,PM,Night,23,75.6,2
Automation Architect & Workflow Engineer,2026-06-19,12:28:16 AM,12:57:22 AM,0.48,2026,6,June,19,Friday,25,2026-06,Weekday,0,28,AM,Night,0,28.799999999999997,2
Software Developer,2026-06-20,1:37:50 AM,3:05:46 AM,1.47,2026,6,June,20,Saturday,25,2026-06,Weekend,1,37,AM,Night,3,88.2,2
Automation Architect & Workflow Engineer,2026-06-21,12:18:45 AM,1:38:50 AM,1.33,2026,6,June,21,Sunday,25,2026-06,Weekend,0,18,AM,Night,1,79.80000000000001,2
Automation Architect & Workflow Engineer,2026-06-21,3:31:42 AM,9:20:45 AM,5.82,2026,6,June,21,Sunday,25,2026-06,Weekend,3,31,AM,Night,9,349.20000000000005,2
Automation Architect & Workflow Engineer,2026-06-21,8:17:29 PM,9:59:47 PM,1.71,2026,6,June,21,Sunday,25,2026-06,Weekend,20,17,PM,Evening,21,102.6,2
Software Developer,2026-06-22,5:43:45 PM,6:07:14 PM,0.39,2026,6,June,22,Monday,26,2026-06,Weekday,17,43,PM,Evening,18,23.400000000000002,2
Software Developer,2026-06-22,6:11:49 PM,6:54:37 PM,0.71,2026,6,June,22,Monday,26,2026-06,Weekday,18,11,PM,Evening,18,42.599999999999994,2
Software Developer,2026-06-22,7:16:04 PM,8:10:54 PM,0.91,2026,6,June,22,Monday,26,2026-06,Weekday,19,16,PM,Evening,20,54.6,2
Automation Architect & Workflow Engineer,2026-06-22,11:50:51 PM,12:53:35 AM,1.05,2026,6,June,22,Monday,26,2026-06,Weekday,23,50,PM,Night,0,63.0,2
Automation Architect & Workflow Engineer,2026-06-23,5:08:44 AM,6:32:09 AM,1.39,2026,6,June,23,Tuesday,26,2026-06,Weekday,5,8,AM,Morning,6,83.39999999999999,2
Software Developer,2026-06-23,6:32:16 AM,7:41:39 AM,1.16,2026,6,June,23,Tuesday,26,2026-06,Weekday,6,32,AM,Morning,7,69.6,2
Software Developer,2026-06-23,11:54:14 PM,12:03:02 AM,0.15,2026,6,June,23,Tuesday,26,2026-06,Weekday,23,54,PM,Night,0,9.0,2
Software Developer,2026-06-24,12:03:06 AM,7:28:58 AM,7.43,2026,6,June,24,Wednesday,26,2026-06,Weekday,0,3,AM,Night,7,445.79999999999995,2
Automation Architect & Workflow Engineer,2026-06-25,7:22:04 PM,8:04:10 PM,0.7,2026,6,June,25,Thursday,26,2026-06,Weekday,19,22,PM,Evening,20,42.0,2
Automation Architect & Workflow Engineer,2026-06-27,12:51:22 AM,2:09:02 AM,1.29,2026,6,June,27,Saturday,26,2026-06,Weekend,0,51,AM,Night,2,77.4,2
Automation Architect & Workflow Engineer,2026-06-27,3:36:12 PM,8:07:44 PM,4.53,2026,6,June,27,Saturday,26,2026-06,Weekend,15,36,PM,Afternoon,20,271.8,2
Automation Architect & Workflow Engineer,2026-06-27,10:50:59 PM,12:29:56 AM,1.65,2026,6,June,27,Saturday,26,2026-06,Weekend,22,50,PM,Night,0,99.0,2
Automation Architect & Workflow Engineer,2026-06-28,12:30:02 AM,1:28:30 AM,0.97,2026,6,June,28,Sunday,26,2026-06,Weekend,0,30,AM,Night,1,58.199999999999996,2
Automation Architect & Workflow Engineer,2026-06-28,4:11:04 AM,7:15:10 AM,3.07,2026,6,June,28,Sunday,26,2026-06,Weekend,4,11,AM,Night,7,184.2,2
Automation Architect & Workflow Engineer,2026-06-28,5:38:28 PM,9:50:51 PM,4.21,2026,6,June,28,Sunday,26,2026-06,Weekend,17,38,PM,Evening,21,252.6,2
Automation Architect & Workflow Engineer,2026-06-29,4:00:25 AM,8:43:52 AM,4.72,2026,6,June,29,Monday,27,2026-06,Weekday,4,0,AM,Night,8,283.2,2
Automation Architect & Workflow Engineer,2026-06-29,2:05:19 PM,3:05:13 PM,1.0,2026,6,June,29,Monday,27,2026-06,Weekday,14,5,PM,Afternoon,15,60.0,2
Software Developer,2026-06-30,5:38:06 AM,6:57:54 AM,1.33,2026,6,June,30,Tuesday,27,2026-06,Weekday,5,38,AM,Morning,6,79.80000000000001,2
Automation Architect & Workflow Engineer,2026-06-30,6:58:04 AM,9:05:15 AM,2.12,2026,6,June,30,Tuesday,27,2026-06,Weekday,6,58,AM,Morning,9,127.2,2
Automation Architect & Workflow Engineer,2026-06-30,4:47:14 PM,5:51:00 PM,1.06,2026,6,June,30,Tuesday,27,2026-06,Weekday,16,47,PM,Afternoon,17,63.6,2
Automation Architect & Workflow Engineer,2026-06-30,11:52:59 PM,12:06:39 AM,0.23,2026,6,June,30,Tuesday,27,2026-06,Weekday,23,52,PM,Night,0,13.8,2
